Rank,Player Name,Team,Digs,Errors,Receptions,Average Per Match,Success,Total
1,Soshi,JPN,36,14,4,9.0,66.67,54
2,Döne,TUR,32,6,3,8.0,78.05,41
3,K・Fujinaka,JPN,23,9,3,5.75,65.71,35
4,Ngapeth,FRA,22,6,5,5.5,66.67,33
4,Muserskiy,RUS,22,11,5,5.5,57.89,38
5,Oya,JPN,18,15,3,4.5,50.0,36
5,Maique,BRA,18,9,3,4.5,60.0,30
6,Alexandre,BRA,16,9,5,8.0,53.33,30
7,Marcus,BRA,15,10,3,3.75,53.57,28
7,Lopez,CUB,15,2,1,7.5,83.33,18
7,Plotnytskyi,UKR,15,0,1,3.75,93.75,16
8,Giannelli,ITA,14,7,0,3.5,66.67,21
9,Sánchez B.,CUB,13,7,2,3.25,59.09,22
10,De Armas,CUB,12,13,3,3.0,42.86,28
10,Semeniuk,POL,12,3,1,3.0,75.0,16
11,Rodriguinho,BRA,10,4,1,5.0,66.67,15
12,Ma'a,USA,9,8,4,2.25,42.86,21
12,Wallace,BRA,9,2,2,4.5,69.23,13
12,Herrera,CUB,9,4,1,2.25,64.29,14
13,Nimir,NED,8,5,4,2.0,47.06,17
13,Uriarte,ARG,8,3,2,4.0,61.54,13
13,Colaci,ITA,8,8,1,2.0,47.06,17
14,Perrin,CAN,7,3,0,1.75,70.0,10
14,Sato,JPN,7,3,0,1.75,70.0,10
14,Paulo,BRA,7,1,2,1.75,70.0,10
15,Gustavo,BRA,6,3,1,1.5,60.0,10
16,Onodera,JPN,5,5,1,1.25,45.45,11
16,Renan,BRA,5,5,0,1.25,50.0,10
16,Ben Tara W,TUN,5,2,0,1.25,71.43,7
16,Sole,ITA,5,0,0,1.25,100.0,5
17,Doğukan U.,TUR,4,2,2,1.0,50.0,8
17,Ramanathan,IND,4,2,1,2.0,57.14,7
17,Flavio,BRA,4,1,1,1.0,66.67,6
18,Angamuthu,IND,3,4,3,1.5,30.0,10
18,Amit,IND,3,1,0,1.5,75.0,4
18,Muthusamy,IND,3,6,2,1.5,27.27,11
18,Senica,AUS,3,1,1,1.5,60.0,5
18,Lucas Loh,BRA,3,0,1,0.75,75.0,4
18,Isac,BRA,3,1,0,0.75,75.0,4
18,Held,ITA,3,2,0,0.75,60.0,5
19,C. Souza,BRA,2,2,0,1.0,50.0,4
19,Ropret,SLO,2,2,0,0.5,50.0,4
20,Matić,TUR,1,1,0,0.25,50.0,2
20,Yu Y.T.,CHN,1,0,1,0.25,50.0,2
20,Bryan,BRA,1,1,0,0.25,50.0,2
20,Lucas,BRA,1,2,0,0.5,33.33,3
20,Candellaro,ITA,1,0,0,0.25,100.0,1
20,Toscani,ITA,1,0,0,0.25,100.0,1
21,Aslan,TUR,0,2,0,0.0,0.0,2
21,Ivgen,TUR,0,0,0,,,0
21,M. Lagumdzija,TUR,0,1,0,0.0,0.0,1
21,Tuna,TUR,0,0,0,,,0
21,Ünver,TUR,0,0,0,,,0
21,Coşkun,TUR,0,0,0,,,0
21,Tayaz,TUR,0,0,0,,,0
21,Atomu,JPN,0,0,0,,,0
21,Oniki,JPN,0,0,0,,,0
21,Kiire,JPN,0,0,0,,,0
21,Nishida,JPN,0,1,0,0.0,0.0,1
21,Rui,JPN,0,0,0,,,0
21,Kuwada,JPN,0,0,0,,,0
21,Srikanth,IND,0,3,1,0.0,0.0,4
21,Azmath,IND,0,0,0,,,0
21,Santosh,IND,0,0,0,,,0
21,Nandagopal,IND,0,1,0,0.0,0.0,1
21,Ashwal,IND,0,3,0,0.0,0.0,3
21,Patel,IND,0,0,0,,,0
21,Manoj,IND,0,0,1,0.0,0.0,1
21,Ukkra Pandian,IND,0,0,0,,,0
21,Shetty,IND,0,0,0,,,0
21,Wilmot,USA,0,0,0,,,0
21,M. Radke,BRA,0,6,2,0.0,0.0,8
21,Samuel,BRA,0,0,0,,,0
21,Kelvi,BRA,0,2,0,0.0,0.0,2
21,Filipe,BRA,0,0,0,,,0
21,Oppenkoski,BRA,0,2,0,0.0,0.0,2
21,Otávio,BRA,0,0,0,,,0
21,Rech,BRA,0,0,0,,,0
21,Lukinhas,BRA,0,0,0,,,0
21,Rodrigo,BRA,0,1,0,0.0,0.0,1
21,Vaccari,BRA,0,0,0,,,0
21,Carlos,BRA,0,0,0,,,0
21,Yuito,JPN,0,0,0,,,0
21,Leon,POL,0,0,0,,,0
21,Russo,ITA,0,0,0,,,0
